,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge
0,-0.6734047863312665,-0.972337909271608,0.7209252390349075,-0.3987777403377192,-0.6799776032108321,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,-1.0487462125145348,-0.0039425587958633055
1,0.047771528401848895,-0.5065919164222483,-1.2599571596643748,-0.6419544475336848,0.5703310909326953,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,-1.2620011592580802,1.630325897482092
2,-0.41723752695690763,0.8906460621258304,-0.14873044819892378,-1.0708849629432302,0.25234705329419904,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,-0.709939803296579,-0.295224817414277
3,0.2845374265036029,-0.5065919164222483,-0.2453588578915717,-0.7405249155541763,1.6505058518829352,0.986202794872424,1.0175876473118841,-0.6258635316811727,-0.6595239638828064,-1.226521071637877
4,0.11054879023392063,-0.972337909271608,1.4456383117297669,0.009477921370873393,-0.623156047089417,1.316699710044148,1.0175876473118841,0.9466579047036832,-1.2425512017143743,-0.5280857047971809
5,0.5504746570902379,0.4249000692764708,1.4456383117297669,-0.6080721568450032,-0.5312245011031589,0.986202794872424,2.0293073205191656,0.9466579047036832,-1.0409751428135001,0.28836988204242237
6,-0.5003862181252146,-0.972337909271608,1.2523814923444712,-1.0049974313195402,0.3968171392224275,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,-0.8051442122278709,0.6402676647225811
7,0.9276232621144834,-0.040845923572888784,-1.115014545125403,-0.46269424560000466,-0.7427124195663637,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-1.1444758337339471,-1.3430982633741446
8,0.5262229554994817,-0.040845923572888784,-0.19704465304524774,0.6676801523191912,-1.432469057306725,2.638687370731043,1.0175876473118841,4.0917007774733944,-0.9948475885163598,-1.284466906084504
9,0.723146772416422,-0.5065919164222483,1.5905809262687387,0.369681747717109,-0.4348389167038134,1.9776935403875957,0.005867974104602262,-0.6258635316811727,-1.1763258177700682,-0.23618767028397622
10,-0.637581558552921,2.287884040673909,-1.4532139790496708,-0.6108914550769513,-0.22185659578786143,-0.9967786961579193,-1.0058516991026796,2.519179341088539,-0.5770772231059956,0.05433745551954288
11,1.6363272731723528,-0.040845923572888784,0.14115478087901998,-0.7612036701709218,-1.1159833426546335,1.6471966252158718,0.005867974104602262,0.9466579047036832,-0.9078143071046398,-0.5277648688353573
12,-0.6375122679769475,-0.972337909271608,1.4456383117297669,1.5555488005587543,-0.5806612799430625,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,-0.8136641324836795,-0.8193965142531642
13,-0.676037828218263,1.35639205497519,-1.1633287499717269,2.670625225254079,-1.3848998900506508,0.6557058797007002,0.005867974104602262,-0.6258635316811727,-0.6673905557377415,0.2875274227439598
14,-0.11028027539390788,-0.5065919164222483,-1.115014545125403,0.8670630510548124,0.6011290888937205,-0.6662817809861953,2.0293073205191656,-0.6258635316811727,-0.9252790723682481,-0.29480568366666204
15,-0.531012652705541,0.4249000692764708,-0.6801867015084874,1.7467067956599638,0.26769363903760607,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.7811957463028438,0.11704315239957137
