,Population,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year
0,-0.6734047863312665,0.7209252390349075,-0.3987777403377192,-0.6799776032108321,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,-1.0487462125145348,-0.0039425587958633055,-1.1384870267582927
1,0.047771528401848895,-1.2599571596643748,-0.6419544475336848,0.5703310909326953,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,-1.2620011592580802,1.630325897482092,-1.1858758365750723
2,-0.41723752695690763,-0.14873044819892378,-1.0708849629432302,0.25234705329419904,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,-0.709939803296579,-0.295224817414277,-0.6121377506525424
3,0.2845374265036029,-0.2453588578915717,-0.7405249155541763,1.6505058518829352,0.986202794872424,1.0175876473118841,-0.6258635316811727,-0.6595239638828064,-1.226521071637877,-0.5618571466817583
4,0.11054879023392063,1.4456383117297669,0.009477921370873393,-0.623156047089417,1.316699710044148,1.0175876473118841,0.9466579047036832,-1.2425512017143743,-0.5280857047971809,-1.428184468640245
5,0.5504746570902379,1.4456383117297669,-0.6080721568450032,-0.5312245011031589,0.986202794872424,2.0293073205191656,0.9466579047036832,-1.0409751428135001,0.28836988204242237,-1.076788892866147
6,-0.5003862181252146,1.2523814923444712,-1.0049974313195402,0.3968171392224275,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,-0.8051442122278709,0.6402676647225811,-0.6796212586964382
7,0.9276232621144834,-1.115014545125403,-0.46269424560000466,-0.7427124195663637,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-1.1444758337339471,-1.3430982633741446,-1.1041299460065443
8,0.5262229554994817,-0.19704465304524774,0.6676801523191912,-1.432469057306725,2.638687370731043,1.0175876473118841,4.0917007774733944,-0.9948475885163598,-1.284466906084504,-0.9516201278501971
9,0.723146772416422,1.5905809262687387,0.369681747717109,-0.4348389167038134,1.9776935403875957,0.005867974104602262,-0.6258635316811727,-1.1763258177700682,-0.23618767028397622,-1.3196031395608527
10,-0.637581558552921,-1.4532139790496708,-0.6108914550769513,-0.22185659578786143,-0.9967786961579193,-1.0058516991026796,2.519179341088539,-0.5770772231059956,0.05433745551954288,-0.30366925596741806
11,1.6363272731723528,0.14115478087901998,-0.7612036701709218,-1.1159833426546335,1.6471966252158718,0.005867974104602262,0.9466579047036832,-0.9078143071046398,-0.5277648688353573,-1.0121578583342967
12,-0.6375122679769475,1.4456383117297669,1.5555488005587543,-0.5806612799430625,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,-0.8136641324836795,-0.8193965142531642,-1.0049277035553401
13,-0.676037828218263,-1.1633287499717269,2.670625225254079,-1.3848998900506508,0.6557058797007002,0.005867974104602262,-0.6258635316811727,-0.6673905557377415,0.2875274227439598,-0.6606519202176775
14,-0.11028027539390788,-1.115014545125403,0.8670630510548124,0.6011290888937205,-0.6662817809861953,2.0293073205191656,-0.6258635316811727,-0.9252790723682481,-0.29480568366666204,-0.8283261280844842
15,-0.531012652705541,-0.6801867015084874,1.7467067956599638,0.26769363903760607,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.7811957463028438,0.11704315239957137,-0.7103868401018524
16,2.793964925963106,0.4793542148032877,-0.28893823584972905,1.1831829342716649,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.7088806634846492,0.5202835849094488,-0.6049668411847808
17,-0.17375044298571551,0.3344116002643158,0.15376286693651783,-0.05735514010217622,1.316699710044148,2.0293073205191656,-0.6258635316811727,-1.218636000354586,0.6999856072733615,-1.1487550410882603
18,-0.020341107780189206,0.3827258051106398,-0.019319702896465934,-0.14353530992114066,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,-0.6586643495147995,-0.46887827730447557,-0.7135525973023462
19,-0.4559016683501704,-1.4532139790496708,-0.7203281013521752,0.30935918021572856,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,-0.8214296515667315,-0.5281706586760174,-0.6581869982279507
20,-0.6712567784760853,-0.7285009063548112,-0.006479661250661482,0.6946013958706415,0.6557058797007002,-1.0058516991026796,4.0917007774733944,-0.5321993969828047,0.2876890866219428,-0.48601005518490775
21,0.3245180888403638,-1.115014545125403,0.2094984425242359,-1.0138305010199666,1.9776935403875957,0.005867974104602262,-0.6258635316811727,-1.2143752859646828,-1.0509561028982637,-1.2805484994481717
22,-0.6496381187723256,-0.05210203850627586,-0.438494737166054,-0.21132390956102817,1.316699710044148,0.005867974104602262,0.9466579047036832,-1.054162420093918,-1.1099082961497277,-1.2261101571312556
23,-0.524083595108182,0.7209252390349075,1.4147094275241292,-0.972100660670392,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,-0.9826308773775781,-0.5280857047971809,-1.1197956245812266
24,-0.02235053448342329,1.0591246729591752,-0.40025547816571017,1.2587683298101524,0.986202794872424,0.005867974104602262,-0.6258635316811727,-1.0875153205165573,-0.23550687486349667,-1.1539420665647313
25,1.3727459221688199,1.1557530826518232,-0.966295736483415,-0.07869298174822566,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-1.1485071989623208,-1.8669750202800643,-1.198089471601636
26,-0.4619992390358462,-0.2936730627378957,-1.1009340719225877,1.9694276252560166,0.986202794872424,-1.0058516991026796,0.9466579047036832,-0.9122140515257888,1.1649757726483987,-0.8630365474292173
27,-0.28440749281553734,0.8175536487275554,0.14453932885919235,1.5909020495836605,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-1.25308568712767,-0.7601890867604588,-1.3606581973634946
28,-0.5571351998475841,-1.5981565935886426,-1.0399276498416063,1.1538580952306203,0.3252089645289763,1.0175876473118841,-0.6258635316811727,-1.2516498984328337,0.6405885006844046,-0.9760846270524459
29,2.960608761179588,0.7692394438812314,-0.22569056033152593,0.20695223342775257,1.9776935403875957,0.005867974104602262,-0.6258635316811727,-1.100544923191214,1.9800783851314645,-0.7538103880389815
30,0.10472838185213915,-0.3903014724305436,0.12683697299222554,-1.138751664278493,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,-0.8866023841903011,1.3385895268468708,-0.7307735469823261
